#tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_term	PubMed	Category
8839	101792372	GO:0005078	IEA	enables	MAP kinase scaffold activity	30032202	Function
8839	101792372	GO:0005085	IEA	enables	guanyl-nucleotide exchange factor activity	22301074	Function
8839	101792372	GO:0015629	IEA	located_in	actin cytoskeleton	30032202	Component
8839	101792372	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101792372	GO:0035023	IEA	involved_in	regulation of Rho protein signal transduction	30032202	Process
8839	101792372	GO:0043123	IEA	involved_in	positive regulation of canonical NF-kappaB signal transduction	30032202	Process
8839	101792372	GO:0071875	IEA	involved_in	adrenergic receptor signaling pathway	30032202	Process
8839	101792373	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101792373	GO:0016757	IEA	enables	glycosyltransferase activity	22301074|30032202	Function
8839	101792375	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792375	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101792375	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101792375	GO:0030170	IEA	enables	pyridoxal phosphate binding	22301074	Function
8839	101792375	GO:0031071	IEA	enables	cysteine desulfurase activity	22301074|30032202	Function
8839	101792375	GO:0044571	IEA	involved_in	[2Fe-2S] cluster assembly	22301074	Process
8839	101792377	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101792377	GO:0016773	IEA	enables	phosphotransferase activity, alcohol group as acceptor	30032202	Function
8839	101792377	GO:0030166	IEA	involved_in	proteoglycan biosynthetic process	30032202	Process
8839	101792379	GO:0004303	IEA	enables	estradiol 17-beta-dehydrogenase [NAD(P)+] activity	30032202	Function
8839	101792379	GO:0008202	IEA	involved_in	steroid metabolic process	30032202	Process
8839	101792379	GO:0043231	IEA	located_in	intracellular membrane-bounded organelle	30032202	Component
8839	101792379	GO:0047035	IEA	enables	testosterone dehydrogenase (NAD+) activity	30032202	Function
8839	101792380	GO:0004397	IEA	enables	histidine ammonia-lyase activity	22301074	Function
8839	101792380	GO:0005737	IEA	located_in	cytoplasm	22301074	Component
8839	101792380	GO:0006548	IEA	involved_in	L-histidine catabolic process	22301074	Process
8839	101792381	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101792382	GO:0002753	IEA	involved_in	cytoplasmic pattern recognition receptor signaling pathway	30032202	Process
8839	101792382	GO:0003677	IEA	enables	DNA binding	22301074	Function
8839	101792382	GO:0003725	IEA	enables	double-stranded RNA binding	30032202	Function
8839	101792382	GO:0003727	IEA	enables	single-stranded RNA binding	30032202	Function
8839	101792382	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792382	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792382	GO:0008270	IEA	enables	zinc ion binding	30032202	Function
8839	101792382	GO:0016787	IEA	enables	hydrolase activity	22301074	Function
8839	101792382	GO:0039536	IEA	involved_in	negative regulation of RIG-I signaling pathway	30032202	Process
8839	101792382	GO:0140374	IEA	involved_in	antiviral innate immune response	30032202	Process
8839	101792383	GO:0007271	IEA	involved_in	synaptic transmission, cholinergic	30032202	Process
8839	101792383	GO:0034394	IEA	involved_in	protein localization to cell surface	30032202	Process
8839	101792383	GO:0043005	IEA	located_in	neuron projection	30032202	Component
8839	101792383	GO:0043025	IEA	located_in	neuronal cell body	30032202	Component
8839	101792383	GO:0043231	IEA	located_in	intracellular membrane-bounded organelle	30032202	Component
8839	101792386	GO:0004028	IEA	enables	3-chloroallyl aldehyde dehydrogenase activity	30032202	Function
8839	101792386	GO:0004029	IEA	enables	aldehyde dehydrogenase (NAD+) activity	30032202	Function
8839	101792386	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792386	GO:0006081	IEA	involved_in	aldehyde metabolic process	22301074|30032202	Process
8839	101792387	GO:0000145	IEA	part_of	exocyst	22301074|30032202	Component
8839	101792387	GO:0000149	IEA	enables	SNARE binding	30032202	Function
8839	101792387	GO:0006887	IEA	involved_in	exocytosis	22301074|30032202	Process
8839	101792387	GO:0051601	IEA	involved_in	exocyst localization	30032202	Process
8839	101792388	GO:0005096	IEA	enables	GTPase activator activity	30032202	Function
8839	101792388	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792388	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792388	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	22301074	Process
8839	101792388	GO:0008277	IEA	involved_in	regulation of G protein-coupled receptor signaling pathway	30032202	Process
8839	101792388	GO:0035556	IEA	involved_in	intracellular signal transduction	22301074	Process
8839	101792388	GO:0043005	IEA	located_in	neuron projection	30032202	Component
8839	101792388	GO:0043547	IEA	involved_in	positive regulation of GTPase activity	30032202	Process
8839	101792390	GO:0004656	IEA	enables	procollagen-proline 4-dioxygenase activity	22301074|30032202	Function
8839	101792390	GO:0005506	IEA	enables	iron ion binding	22301074	Function
8839	101792390	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792390	GO:0005783	IEA	located_in	endoplasmic reticulum	22301074|30032202	Component
8839	101792390	GO:0018401	IEA	involved_in	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	30032202	Process
8839	101792390	GO:0031418	IEA	enables	L-ascorbic acid binding	22301074	Function
8839	101792391	GO:0000381	IEA	involved_in	regulation of alternative mRNA splicing, via spliceosome	30032202	Process
8839	101792391	GO:0003727	IEA	enables	single-stranded RNA binding	30032202	Function
8839	101792391	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792393	GO:0005179	IEA	enables	hormone activity	22301074	Function
8839	101792393	GO:0005576	IEA	located_in	extracellular region	22301074	Component
8839	101792396	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792396	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101792396	GO:0045202	IEA	located_in	synapse	30032202	Component
8839	101792397	GO:0003677	IEA	enables	DNA binding	22301074|30032202	Function
8839	101792397	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792398	GO:0006888	IEA	involved_in	endoplasmic reticulum to Golgi vesicle-mediated transport	22301074	Process
8839	101792399	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101792399	GO:0007154	IEA	involved_in	cell communication	22301074	Process
8839	101792399	GO:0007219	IEA	involved_in	Notch signaling pathway	22301074	Process
8839	101792399	GO:0007275	IEA	involved_in	multicellular organism development	22301074	Process
8839	101792399	GO:0016020	IEA	located_in	membrane	22301074	Component
8839	101792400	GO:0003976	IEA	enables	UDP-N-acetylglucosamine-lysosomal-enzyme N-acetylglucosaminephosphotransferase activity	30032202	Function
8839	101792400	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101792400	GO:0005794	IEA	located_in	Golgi apparatus	30032202	Component
8839	101792400	GO:0016256	IEA	involved_in	N-glycan processing to lysosome	30032202	Process
8839	101792400	GO:0046835	IEA	involved_in	carbohydrate phosphorylation	30032202	Process
8839	101792401	GO:0000122	IEA	involved_in	negative regulation of transcription by RNA polymerase II	30032202	Process
8839	101792401	GO:0070822	IEA	part_of	Sin3-type complex	30032202	Component
8839	101792404	GO:0000981	IEA	enables	DNA-binding transcription factor activity, RNA polymerase II-specific	30032202	Function
8839	101792404	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792404	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101792404	GO:0043565	IEA	enables	sequence-specific DNA binding	30032202	Function
8839	101792405	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792405	GO:0006355	IEA	involved_in	regulation of DNA-templated transcription	30032202	Process
8839	101792405	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101792405	GO:0019900	IEA	enables	kinase binding	30032202	Function
8839	101792405	GO:0035330	IEA	involved_in	regulation of hippo signaling	30032202	Process
8839	101792405	GO:0046621	IEA	involved_in	negative regulation of organ growth	30032202	Process
8839	101792405	GO:0060090	IEA	enables	molecular adaptor activity	30032202	Function
8839	101792407	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101792408	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792412	GO:0004601	IEA	enables	peroxidase activity	30032202	Function
8839	101792412	GO:0005344	IEA	enables	oxygen carrier activity	30032202	Function
8839	101792412	GO:0005506	IEA	enables	iron ion binding	22301074	Function
8839	101792412	GO:0005833	IEA	part_of	hemoglobin complex	22301074|30032202	Component
8839	101792412	GO:0015671	IEA	involved_in	oxygen transport	22301074	Process
8839	101792412	GO:0019825	IEA	enables	oxygen binding	22301074|30032202	Function
8839	101792412	GO:0020037	IEA	enables	heme binding	22301074|30032202	Function
8839	101792412	GO:0031720	IEA	enables	haptoglobin binding	30032202	Function
8839	101792412	GO:0031838	IEA	part_of	haptoglobin-hemoglobin complex	30032202	Component
8839	101792412	GO:0042744	IEA	involved_in	hydrogen peroxide catabolic process	30032202	Process
8839	101792412	GO:0043177	IEA	enables	organic acid binding	30032202	Function
8839	101792412	GO:0072562	IEA	located_in	blood microparticle	30032202	Component
8839	101792415	GO:0001522	IEA	involved_in	pseudouridine synthesis	22301074|30032202	Process
8839	101792415	GO:0003723	IEA	enables	RNA binding	22301074|30032202	Function
8839	101792415	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792415	GO:0009982	IEA	enables	pseudouridine synthase activity	22301074|30032202	Function
8839	101792417	GO:0006520	IEA	involved_in	amino acid metabolic process	30032202	Process
8839	101792417	GO:0008483	IEA	enables	transaminase activity	30032202	Function
8839	101792417	GO:0009058	IEA	involved_in	biosynthetic process	22301074	Process
8839	101792417	GO:0030170	IEA	enables	pyridoxal phosphate binding	22301074	Function
8839	101792418	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792418	GO:0010468	IEA	involved_in	regulation of gene expression	30032202	Process
8839	101792419	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792421	GO:0004715	IEA	enables	non-membrane spanning protein tyrosine kinase activity	22301074	Function
8839	101792421	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792421	GO:0018108	IEA	involved_in	peptidyl-tyrosine phosphorylation	22301074	Process
8839	101792422	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792422	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792422	GO:0007507	IEA	involved_in	heart development	30032202	Process
8839	101792422	GO:0010468	IEA	involved_in	regulation of gene expression	30032202	Process
8839	101792422	GO:0031490	IEA	enables	chromatin DNA binding	30032202	Function
8839	101792422	GO:0044666	IEA	part_of	MLL3/4 complex	30032202	Component
8839	101792422	GO:0071558	IEA	enables	histone H3K27me2/H3K27me3 demethylase activity	30032202	Function
8839	101792423	GO:0005868	IEA	part_of	cytoplasmic dynein complex	30032202	Component
8839	101792423	GO:0007017	IEA	involved_in	microtubule-based process	22301074|30032202	Process
8839	101792423	GO:0045505	IEA	enables	dynein intermediate chain binding	30032202	Function
8839	101792424	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792425	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792428	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792428	GO:0005879	IEA	located_in	axonemal microtubule	30032202	Component
8839	101792428	GO:0030992	IEA	part_of	intraciliary transport particle B	30032202	Component
8839	101792428	GO:0042073	IEA	involved_in	intraciliary transport	30032202	Process
8839	101792428	GO:0120170	IEA	enables	intraciliary transport particle B binding	30032202	Function
8839	101792429	GO:0000122	IEA	involved_in	negative regulation of transcription by RNA polymerase II	30032202	Process
8839	101792429	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792429	GO:0001227	IEA	enables	DNA-binding transcription repressor activity, RNA polymerase II-specific	30032202	Function
8839	101792429	GO:0004879	IEA	enables	nuclear receptor activity	22301074|30032202	Function
8839	101792429	GO:0005634	IEA	located_in	nucleus	22301074	Component
8839	101792429	GO:0006631	IEA	involved_in	fatty acid metabolic process	30032202	Process
8839	101792429	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792429	GO:0009755	IEA	involved_in	hormone-mediated signaling pathway	30032202	Process
8839	101792429	GO:0010887	IEA	involved_in	negative regulation of cholesterol storage	30032202	Process
8839	101792429	GO:0030154	IEA	involved_in	cell differentiation	30032202	Process
8839	101792429	GO:0045923	IEA	involved_in	positive regulation of fatty acid metabolic process	30032202	Process
8839	101792429	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101792429	GO:0050728	IEA	involved_in	negative regulation of inflammatory response	30032202	Process
8839	101792431	GO:0005743	IEA	located_in	mitochondrial inner membrane	30032202	Component
8839	101792431	GO:0032981	IEA	involved_in	mitochondrial respiratory chain complex I assembly	30032202	Process
8839	101792431	GO:0033617	IEA	involved_in	mitochondrial respiratory chain complex IV assembly	30032202	Process
8839	101792432	GO:0004693	IEA	enables	cyclin-dependent protein serine/threonine kinase activity	30032202	Function
8839	101792432	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792432	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792432	GO:0006468	IEA	involved_in	protein phosphorylation	22301074|30032202	Process
8839	101792432	GO:0008353	IEA	enables	RNA polymerase II CTD heptapeptide repeat kinase activity	30032202	Function
8839	101792433	GO:0009986	IEA	located_in	cell surface	30032202	Component
8839	101792433	GO:0016020	IEA	located_in	membrane	30032202	Component
8839	101792433	GO:0016477	IEA	involved_in	cell migration	30032202	Process
8839	101792434	GO:0004452	IEA	enables	isopentenyl-diphosphate delta-isomerase activity	22301074|30032202	Function
8839	101792434	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792434	GO:0008299	IEA	involved_in	isoprenoid biosynthetic process	22301074	Process
8839	101792434	GO:0009240	IEA	involved_in	isopentenyl diphosphate biosynthetic process	30032202	Process
8839	101792435	GO:0006020	IEA	involved_in	inositol metabolic process	30032202	Process
8839	101792435	GO:0007165	IEA	involved_in	signal transduction	30032202	Process
8839	101792435	GO:0008934	IEA	enables	inositol monophosphate 1-phosphatase activity	22301074|30032202	Function
8839	101792435	GO:0046854	IEA	involved_in	phosphatidylinositol phosphate biosynthetic process	22301074	Process
8839	101792437	GO:0005524	IEA	enables	ATP binding	22301074	Function
8839	101792437	GO:0006457	IEA	involved_in	protein folding	22301074	Process
8839	101792437	GO:0009408	IEA	involved_in	response to heat	22301074	Process
8839	101792437	GO:0030544	IEA	enables	Hsp70 protein binding	22301074	Function
8839	101792438	GO:0030020	IEA	enables	extracellular matrix structural constituent conferring tensile strength	30032202	Function
8839	101792438	GO:0030198	IEA	involved_in	extracellular matrix organization	30032202	Process
8839	101792439	GO:0005085	IEA	enables	guanyl-nucleotide exchange factor activity	22301074	Function
8839	101792439	GO:0035025	IEA	involved_in	positive regulation of Rho protein signal transduction	30032202	Process
8839	101792440	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792440	GO:0006952	IEA	involved_in	defense response	30032202	Process
8839	101792440	GO:0016175	IEA	enables	superoxide-generating NAD(P)H oxidase activity	30032202	Function
8839	101792440	GO:0042554	IEA	involved_in	superoxide anion generation	30032202	Process
8839	101792440	GO:0043020	IEA	part_of	NADPH oxidase complex	30032202	Component
8839	101792441	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792441	GO:0003700	IEA	enables	DNA-binding transcription factor activity	30032202	Function
8839	101792441	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	30032202	Process
8839	101792445	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792445	GO:0006753	IEA	involved_in	nucleoside phosphate metabolic process	30032202	Process
8839	101792445	GO:0019693	IEA	involved_in	ribose phosphate metabolic process	30032202	Process
8839	101792445	GO:0047631	IEA	enables	ADP-ribose diphosphatase activity	30032202	Function
8839	101792446	GO:0032991	IEA	part_of	protein-containing complex	30032202	Component
8839	101792448	GO:0000290	IEA	involved_in	deadenylation-dependent decapping of nuclear-transcribed mRNA	22301074|30032202	Process
8839	101792448	GO:0000340	IEA	enables	RNA 7-methylguanosine cap binding	30032202	Function
8839	101792448	GO:0000932	IEA	located_in	P-body	30032202	Component
8839	101792448	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792448	GO:0016787	IEA	enables	hydrolase activity	22301074|30032202	Function
8839	101792449	GO:0004190	IEA	enables	aspartic-type endopeptidase activity	22301074|30032202	Function
8839	101792449	GO:0005764	IEA	located_in	lysosome	22301074	Component
8839	101792449	GO:0006508	IEA	involved_in	proteolysis	22301074|30032202	Process
8839	101792450	GO:0005783	IEA	located_in	endoplasmic reticulum	30032202	Component
8839	101792450	GO:0018158	IEA	involved_in	protein oxidation	30032202	Process
8839	101792450	GO:0120147	IEA	enables	formylglycine-generating oxidase activity	30032202	Function
8839	101792454	GO:0005509	IEA	enables	calcium ion binding	22301074	Function
8839	101792456	GO:0005634	IEA	located_in	nucleus	22301074|30032202	Component
8839	101792456	GO:0016922	IEA	enables	nuclear receptor binding	22301074|30032202	Function
8839	101792456	GO:0032870	IEA	involved_in	cellular response to hormone stimulus	30032202	Process
8839	101792456	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101792456	GO:0046983	IEA	enables	protein dimerization activity	22301074	Function
8839	101792457	GO:0005576	IEA	located_in	extracellular region	30032202	Component
8839	101792457	GO:0008083	IEA	enables	growth factor activity	22301074|30032202	Function
8839	101792458	GO:0005813	IEA	located_in	centrosome	30032202	Component
8839	101792458	GO:0007020	IEA	involved_in	microtubule nucleation	30032202	Process
8839	101792458	GO:0007098	IEA	involved_in	centrosome cycle	22301074|30032202	Process
8839	101792458	GO:0051225	IEA	involved_in	spindle assembly	22301074|30032202	Process
8839	101792458	GO:0070652	IEA	part_of	HAUS complex	22301074|30032202	Component
8839	101792458	GO:1990498	IEA	located_in	mitotic spindle microtubule	30032202	Component
8839	101792460	GO:0003713	IEA	enables	transcription coactivator activity	30032202	Function
8839	101792460	GO:0006357	IEA	involved_in	regulation of transcription by RNA polymerase II	22301074|30032202	Process
8839	101792460	GO:0016592	IEA	part_of	mediator complex	22301074|30032202	Component
8839	101792462	GO:0005744	IEA	part_of	TIM23 mitochondrial import inner membrane translocase complex	22301074|30032202	Component
8839	101792462	GO:0030150	IEA	involved_in	protein import into mitochondrial matrix	22301074|30032202	Process
8839	101792464	GO:0005771	IEA	located_in	multivesicular body	30032202	Component
8839	101792464	GO:0006900	IEA	involved_in	vesicle budding from membrane	30032202	Process
8839	101792464	GO:0032511	IEA	involved_in	late endosome to vacuole transport via multivesicular body sorting pathway	30032202	Process
8839	101792465	GO:0004479	IEA	enables	methionyl-tRNA formyltransferase activity	22301074|30032202	Function
8839	101792465	GO:0005739	IEA	located_in	mitochondrion	30032202	Component
8839	101792465	GO:0009058	IEA	involved_in	biosynthetic process	22301074	Process
8839	101792465	GO:0071951	IEA	involved_in	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	22301074|30032202	Process
8839	101792469	GO:0003723	IEA	enables	RNA binding	22301074	Function
8839	101792469	GO:1990904	IEA	part_of	ribonucleoprotein complex	22301074	Component
8839	101792471	GO:0000056	IEA	involved_in	ribosomal small subunit export from nucleus	30032202	Process
8839	101792471	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792471	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101792471	GO:0030688	IEA	part_of	preribosome, small subunit precursor	30032202	Component
8839	101792471	GO:0042274	IEA	involved_in	ribosomal small subunit biogenesis	22301074|30032202	Process
8839	101792472	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792472	GO:0006915	IEA	involved_in	apoptotic process	30032202	Process
8839	101792473	GO:0004842	IEA	enables	ubiquitin-protein transferase activity	30032202	Function
8839	101792473	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792473	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792477	GO:0003924	IEA	enables	GTPase activity	22301074	Function
8839	101792477	GO:0005525	IEA	enables	GTP binding	22301074	Function
8839	101792479	GO:0000122	IEA	involved_in	negative regulation of transcription by RNA polymerase II	30032202	Process
8839	101792479	GO:0000978	IEA	enables	RNA polymerase II cis-regulatory region sequence-specific DNA binding	30032202	Function
8839	101792479	GO:0002154	IEA	involved_in	thyroid hormone receptor signaling pathway	30032202	Process
8839	101792479	GO:0004879	IEA	enables	nuclear receptor activity	22301074|30032202	Function
8839	101792479	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792479	GO:0030154	IEA	involved_in	cell differentiation	30032202	Process
8839	101792479	GO:0045944	IEA	involved_in	positive regulation of transcription by RNA polymerase II	30032202	Process
8839	101792479	GO:0048384	IEA	involved_in	retinoic acid receptor signaling pathway	30032202	Process
8839	101792479	GO:0090575	IEA	part_of	RNA polymerase II transcription regulator complex	30032202	Component
8839	101792480	GO:0000049	IEA	enables	tRNA binding	30032202	Function
8839	101792480	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792480	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792480	GO:0016428	IEA	enables	tRNA (cytidine-N5)-methyltransferase activity	22301074|30032202	Function
8839	101792480	GO:0030488	IEA	involved_in	tRNA methylation	30032202	Process
8839	101792482	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792482	GO:0031048	IEA	involved_in	regulatory ncRNA-mediated heterochromatin formation	30032202	Process
8839	101792482	GO:0071013	IEA	part_of	catalytic step 2 spliceosome	30032202	Component
8839	101792482	GO:1902369	IEA	involved_in	negative regulation of RNA catabolic process	30032202	Process
8839	101792483	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792483	GO:0005925	IEA	located_in	focal adhesion	30032202	Component
8839	101792484	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792487	GO:0003950	IEA	enables	NAD+ poly-ADP-ribosyltransferase activity	30032202	Function
8839	101792487	GO:0106274	IEA	enables	NAD+-protein-arginine ADP-ribosyltransferase activity	22301074	Function
8839	101792488	GO:0002953	IEA	enables	5'-deoxynucleotidase activity	30032202	Function
8839	101792488	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792489	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792490	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792490	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792490	GO:0007338	IEA	involved_in	single fertilization	30032202	Process
8839	101792490	GO:0015279	IEA	enables	store-operated calcium channel activity	30032202	Function
8839	101792490	GO:0034703	IEA	part_of	cation channel complex	30032202	Component
8839	101792490	GO:0051480	IEA	involved_in	regulation of cytosolic calcium ion concentration	30032202	Process
8839	101792490	GO:0070588	IEA	involved_in	calcium ion transmembrane transport	22301074|30032202	Process
8839	101792490	GO:0070679	IEA	enables	inositol 1,4,5 trisphosphate binding	30032202	Function
8839	101792491	GO:0005509	IEA	enables	calcium ion binding	22301074|30032202	Function
8839	101792491	GO:0005543	IEA	enables	phospholipid binding	30032202	Function
8839	101792491	GO:0006644	IEA	involved_in	phospholipid metabolic process	22301074|30032202	Process
8839	101792491	GO:0016042	IEA	involved_in	lipid catabolic process	22301074|30032202	Process
8839	101792491	GO:0050482	IEA	involved_in	arachidonate secretion	22301074	Process
8839	101792492	GO:0004594	IEA	enables	pantothenate kinase activity	22301074|30032202	Function
8839	101792492	GO:0005524	IEA	enables	ATP binding	22301074|30032202	Function
8839	101792492	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792492	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101792492	GO:0015937	IEA	involved_in	coenzyme A biosynthetic process	22301074|30032202	Process
8839	101792493	GO:0005515	IEA	enables	protein binding	22301074	Function
8839	101792493	GO:0043005	IEA	located_in	neuron projection	30032202	Component
8839	101792494	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792494	GO:0017147	IEA	enables	Wnt-protein binding	30032202	Function
8839	101792494	GO:0035567	IEA	involved_in	non-canonical Wnt signaling pathway	30032202	Process
8839	101792494	GO:0042813	IEA	enables	Wnt receptor activity	30032202	Function
8839	101792494	GO:0060070	IEA	involved_in	canonical Wnt signaling pathway	30032202	Process
8839	101792495	GO:0005802	IEA	located_in	trans-Golgi network	30032202	Component
8839	101792495	GO:0005829	IEA	located_in	cytosol	30032202	Component
8839	101792495	GO:0006890	IEA	involved_in	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	30032202	Process
8839	101792495	GO:0007030	IEA	involved_in	Golgi organization	30032202	Process
8839	101792495	GO:0031985	IEA	located_in	Golgi cisterna	30032202	Component
8839	101792495	GO:0043001	IEA	involved_in	Golgi to plasma membrane protein transport	30032202	Process
8839	101792495	GO:0048194	IEA	involved_in	Golgi vesicle budding	30032202	Process
8839	101792495	GO:0070273	IEA	enables	phosphatidylinositol-4-phosphate binding	22301074|30032202	Function
8839	101792497	GO:0004557	IEA	enables	alpha-galactosidase activity	30032202	Function
8839	101792497	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792497	GO:0009311	IEA	involved_in	oligosaccharide metabolic process	30032202	Process
8839	101792497	GO:0016139	IEA	involved_in	glycoside catabolic process	30032202	Process
8839	101792498	GO:0000932	IEA	located_in	P-body	30032202	Component
8839	101792498	GO:0003723	IEA	enables	RNA binding	30032202	Function
8839	101792498	GO:0004126	IEA	enables	cytidine deaminase activity	30032202	Function
8839	101792498	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792498	GO:0005737	IEA	located_in	cytoplasm	30032202	Component
8839	101792498	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792498	GO:0016554	IEA	involved_in	cytidine to uridine editing	30032202	Process
8839	101792498	GO:0045869	IEA	involved_in	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	30032202	Process
8839	101792498	GO:0051607	IEA	involved_in	defense response to virus	30032202	Process
8839	101792498	GO:0070383	IEA	involved_in	DNA cytosine deamination	30032202	Process
8839	101792499	GO:0005634	IEA	located_in	nucleus	30032202	Component
8839	101792499	GO:0008045	IEA	involved_in	motor neuron axon guidance	30032202	Process
8839	101792499	GO:0008270	IEA	enables	zinc ion binding	22301074	Function
8839	101792499	GO:0030513	IEA	involved_in	positive regulation of BMP signaling pathway	30032202	Process
8839	101792499	GO:0061630	IEA	enables	ubiquitin protein ligase activity	30032202	Function
8839	101792500	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792500	GO:0051957	IEA	involved_in	positive regulation of amino acid transport	30032202	Process
8839	101792500	GO:0070062	IEA	located_in	extracellular exosome	30032202	Component
8839	101792501	GO:0004114	IEA	enables	3',5'-cyclic-nucleotide phosphodiesterase activity	22301074	Function
8839	101792501	GO:0007165	IEA	involved_in	signal transduction	22301074	Process
8839	101792503	GO:0007186	IEA	involved_in	G protein-coupled receptor signaling pathway	22301074	Process
8839	101792503	GO:0019236	IEA	involved_in	response to pheromone	22301074	Process
8839	101792504	GO:0001764	IEA	involved_in	neuron migration	30032202	Process
8839	101792504	GO:0005886	IEA	located_in	plasma membrane	30032202	Component
8839	101792504	GO:0031410	IEA	located_in	cytoplasmic vesicle	30032202	Component
8839	101792505	GO:0004662	IEA	enables	CAAX-protein geranylgeranyltransferase activity	30032202	Function
8839	101792505	GO:0005953	IEA	part_of	CAAX-protein geranylgeranyltransferase complex	22301074|30032202	Component
8839	101792505	GO:0018344	IEA	involved_in	protein geranylgeranylation	22301074|30032202	Process
8839	101792506	GO:0000139	IEA	located_in	Golgi membrane	30032202	Component
8839	101792506	GO:0005789	IEA	located_in	endoplasmic reticulum membrane	30032202	Component
